x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y	Set	Test
0.10399437	0.22183362	0.88772163	0.77429887	0.66606805	0.3068121	0.59753636	0.72969588	0.21974066	0.51962894	17.140659	Train	0
0.92554191	0.77002337	0.95863034	0.35411904	0.53674194	0.70584394	0.48138074	0.02259492	0.09556709	0.84760145	16.6278452	Train	1
0.58502478	0.09268722	0.3336107	0.55160167	0.51690932	0.03969797	0.80408435	0.71297894	0.53045116	0.64969433	8.13159021	Train	0
0.19691928	0.6620737	0.1697966	0.71715403	0.7276628	0.38282556	0.70418045	0.96906715	0.60834459	0.60008072	12.6842284	Train	0
0.05480408	0.32670982	0.60621423	0.05624987	0.75505921	0.55596377	0.45107608	0.2718516	0.57966008	0.04656672	4.90411748	Train	0
0.91853985	0.81642476	0.67478951	0.27854227	0.73724816	0.27144913	0.78108863	0.03638236	0.17628588	0.16649375	14.4250003	Train	0
0.27064312	0.57250175	0.21474815	0.87205996	0.00419639	0.86661075	0.62142916	0.40893867	0.14118667	0.32604527	12.1223699	Train	0
0.04214605	0.73174041	0.2729236	0.74142041	0.3186149	0.68001209	0.96684558	0.76884542	0.84692188	0.81493649	8.93895209	Train	0
0.16456904	0.06783332	0.58612125	0.17084199	0.91975626	0.56585406	0.15512596	0.92704939	0.60395705	0.50649774	6.6603254	Train	0
0.44540667	0.03730078	0.21504325	0.12274307	0.4212272	0.98872425	0.02101794	0.71142653	0.80327077	0.24665242	7.89486863	Train	0
0.85924729	0.54663857	0.29017264	0.83537007	0.18729574	0.21111695	0.58162604	0.65638201	0.28686987	0.12807381	16.7377527	Train	0
0.47669677	0.09339394	0.74876229	0.6240123	0.00619056	0.8734939	0.48255599	0.72516571	0.06677444	0.50023144	5.05017556	Train	0
0.77196445	0.18327893	0.86920677	0.21672136	0.36803998	0.96000355	0.40846629	0.89073838	0.85022586	0.4962165	8.96532879	Train	0
0.90787263	0.24713482	0.50565824	0.47124545	0.64472655	0.04929383	0.70962919	0.80718213	0.62236239	0.81354138	12.694213	Train	0
0.7360536	0.3105187	0.32763421	0.11153496	0.8211507	0.57808845	0.68774864	0.53418705	0.80453686	0.23146076	9.55986735	Train	0
0.92540026	0.45092144	0.64662866	0.86959308	0.61070499	0.05278545	0.39206511	0.76592497	0.78543016	0.57928936	14.7325162	Train	0
0.38410147	0.74948839	0.68916098	0.75325358	0.98401469	0.80987796	0.21228603	0.5495553	0.82145787	0.5683199	15.8113128	Train	0
0.67267177	0.07243852	0.32183962	0.8901962	0.42960403	0.70612913	0.68207897	0.03067244	0.50573754	0.45651843	11.5129759	Train	0
0.35452839	0.85570525	0.1650912	0.10354599	0.28471671	0.59053428	0.92181524	0.4557842	0.62837683	0.19461113	7.8338194	Train	1
0.4219284	0.65276033	0.18415319	0.14731556	0.72901888	0.83169903	0.09855002	0.39569605	0.13098369	0.09757558	10.9241758	Train	2
0.68127078	0.35408147	0.98772038	0.93870003	0.57954737	0.76154217	0.25591202	0.08718463	0.3965074	0.67215678	19.085804	Train	0
0.92484609	0.21042375	0.41820289	0.81775631	0.13029781	0.38988483	0.07848504	0.03815202	0.55725564	0.00920139	10.1649132	Train	0
0.64778287	0.28946224	0.35815076	0.05211469	0.84891562	0.31853045	0.28071873	0.50726221	0.39791404	0.44189838	7.07297474	Train	0
0.69142136	0.42083788	0.90242317	0.07186951	0.7144154	0.67330037	0.95128766	0.69353171	0.98577522	0.37598437	9.74241064	Train	0
0.33504109	0.97347935	0.34509495	0.25674079	0.33920319	0.8462258	0.62704332	0.89948361	0.0228172	0.91496557	7.71737855	Train	0
0.0277711	0.2659793	0.40553286	0.120667	0.47549234	0.26283691	0.00351533	0.0149601	0.72441087	0.6993356	8.11815636	Train	0
0.45554902	0.07288936	0.11346504	0.44612178	0.35676636	0.51693476	0.64856078	0.05244755	0.336546	0.05132591	8.88150994	Train	0
0.79409691	0.01111195	0.73746314	0.97309116	0.33458937	0.63159956	0.41943637	0.14920135	0.23486088	0.4690793	11.305402	Train	2
0.64286455	0.5954966	0.56767059	0.06793752	0.31648935	0.20820931	0.31348823	0.93216136	0.35801723	0.48355857	5.3675591	Train	0
0.06777281	0.64009908	0.28973638	0.44177331	0.20437982	0.5400904	0.37977378	0.1149679	0.18261098	0.67915233	5.46419417	Train	0
0.82652817	0.68830665	0.0709244	0.03074646	0.97386711	0.87103676	0.98908403	0.78539395	0.0076173	0.88528774	15.2809498	Train	0
0.99114403	0.8635386	0.30736613	0.10073742	0.82310389	0.50755931	0.42357161	0.54458667	0.66193612	0.31689095	15.1936209	Train	0
0.84819042	0.4886619	0.53463282	0.07332107	0.32352175	0.62624129	0.70837536	0.52308269	0.40137435	0.41842887	6.72579592	Train	0
0.71309973	0.28230681	0.68774834	0.26075419	0.52656708	0.29917602	0.30425043	0.95378288	0.6020553	0.94278447	6.86946274	Train	0
0.14206755	0.94436883	0.11819849	0.45611057	0.65105743	0.15370922	0.84892982	0.95220323	0.96988631	0.69184408	11.7336825	Train	2
0.46477166	0.07448576	0.53650881	0.60728423	0.06477205	0.35424736	0.48565733	0.54190847	0.36612369	0.319052	3.68241291	Train	0
0.34106919	0.92572959	0.42035718	0.1348818	0.3848038	0.85025976	0.55373706	0.45139485	0.35567518	0.63339705	6.58893844	Train	0
0.38380229	0.54811335	0.27206519	0.78878282	0.96219616	0.81491539	0.52453361	0.52784374	0.97477369	0.93798865	17.7982973	Train	0
0.93073553	0.6031983	0.23168687	0.45274664	0.55330061	0.44067861	0.12852122	0.60850051	0.69590487	0.97373776	13.8793387	Train	0
0.11024523	0.43270011	0.94908446	0.10285816	0.8367829	0.88786054	0.5280945	0.95873708	0.7719054	0.95731458	11.0471265	Train	0
0.95640471	0.2381985	0.01661103	0.72682284	0.86441671	0.93590975	0.23424687	0.55119057	0.3379432	0.22770835	18.753704	Train	0
0.11797215	0.00694437	0.25149966	0.11205657	0.48191899	0.9784426	0.1073325	0.12585441	0.4643773	0.88754474	4.20858311	Train	1
0.4588859	0.63779113	0.96383356	0.7884536	0.79334195	0.73756597	0.03961015	0.62899904	0.63880445	0.60694393	17.8554945	Train	2
0.16953235	0.57805752	0.61352739	0.64678259	0.956304	0.04916683	0.38077096	0.30829727	0.76636367	0.31431992	11.4564294	Train	0
0.71493547	0.39576411	0.46255993	0.16607327	0.06395269	0.57923104	0.18008167	0.06283368	0.36360107	0.0024033	3.307804	Train	0
0.43920818	0.04425391	0.65044797	0.50649822	0.54311659	0.40219256	0.66725838	0.37060257	0.72405919	0.70421437	10.0367915	Train	1
0.25081571	0.03196995	0.68489735	0.11613306	0.73865283	0.72218445	0.74115747	0.60260386	0.37765635	0.39434769	6.22871772	Train	0
0.21374419	0.11463244	0.4516305	0.08405242	0.58625065	0.16029904	0.5895943	0.87415739	0.25079015	0.43753136	4.95681521	Train	0
0.94034507	0.84902132	0.59230929	0.33335311	0.3006766	0.42252172	0.76152735	0.59668728	0.70453407	0.28578605	12.019529	Train	0
0.01293611	0.75001402	0.43078473	0.76896027	0.36372148	0.68891477	0.97574802	0.85193502	0.19827017	0.60644609	10.6058316	Train	0
0.42573068	0.11388401	0.63195444	0.97098151	0.46579797	0.44544054	0.45743759	0.24648669	0.27991125	0.33311066	14.9910506	Train	0
0.71057698	0.37864817	0.44810639	0.70618262	0.85051251	0.59731422	0.55172386	0.36272947	0.09269852	0.64598195	14.0720672	Train	1
0.94938586	0.41884971	0.25560921	0.15116175	0.0543857	0.41653364	0.38128585	0.58242366	0.57322991	0.98697356	4.58482529	Train	0
0.42115366	0.55989957	0.57116093	0.85401703	0.18008742	0.40463524	0.99687431	0.26515493	0.71848612	0.01182852	13.7338688	Train	0
0.58586654	0.47693752	0.86562705	0.36443876	0.03161313	0.71673351	0.17581649	0.92253709	0.88086819	0.93253353	7.62291616	Train	0
0.17184407	0.90711841	0.05082642	0.72801535	0.18484351	0.06784008	0.54461483	0.54837193	0.45191636	0.90207511	13.2246611	Train	0
0.86385233	0.34362747	0.12349449	0.26510843	0.92352559	0.61452017	0.9496665	0.91699064	0.57576085	0.03452357	13.3746763	Train	2
0.87578117	0.91228526	0.31817366	0.32444997	0.48513392	0.78414812	0.63468732	0.87298875	0.48740786	0.06924331	14.1416298	Train	0
0.2252519	0.88114708	0.42296945	0.15414928	0.57023009	0.82450957	0.27204857	0.60621317	0.38391533	0.17279042	6.27429421	Train	0
0.52828084	0.2543197	0.18668081	0.66616513	0.09008292	0.97558982	0.72568056	0.64828663	0.64840279	0.82191018	9.20813454	Train	0
0.42047886	0.30749556	0.15633945	0.35049943	0.9350999	0.75243395	0.37025302	0.04451163	0.0513653	0.56876678	10.6547189	Train	0
0.75625118	0.05499272	0.42655384	0.29024833	0.87201866	0.56396396	0.65945684	0.74879155	0.27974461	0.75812205	8.26488398	Train	2
0.17272737	0.52350154	0.67679513	0.65546218	0.40632669	0.29108324	0.90017341	0.37415959	0.19053488	0.55565932	9.68199665	Train	0
0.62679864	0.21000524	0.23069371	0.41788087	0.73750242	0.25460605	0.03306921	0.51524802	0.73025191	0.38396757	10.219097	Train	0
0.36408324	0.05525114	0.76589309	0.48823444	0.77953426	0.96897431	0.8218469	0.16722972	0.69270534	0.00536762	14.8381772	Train	0
0.01120877	0.33069058	0.53719541	0.73181767	0.95425449	0.93738147	0.99250224	0.51531326	0.90001484	0.29865199	11.1531575	Train	0
0.53373526	0.57130384	0.1483941	0.89193197	0.15167586	0.48090451	0.44366475	0.43637836	0.08507178	0.29443627	17.7213298	Train	0
0.68877405	0.98140379	0.6343351	0.80172518	0.34131199	0.49456267	0.18852755	0.69026529	0.63263967	0.89333921	16.7877965	Train	0
0.06865539	0.8164082	0.92593199	0.61704703	0.25923794	0.73960628	0.85832148	0.47656815	0.17473408	0.04411371	13.5187634	Train	0
0.08879736	0.0169089	0.63763523	0.93814452	0.24246377	0.61215826	0.68624975	0.36908263	0.62597024	0.95186495	10.1830499	Train	0
0.18979382	0.62369059	0.46112248	0.02145068	0.28639383	0.69458223	0.34975435	0.0809211	0.44300052	0.22913172	5.06582447	Train	0
0.5269706	0.79470142	0.44426912	0.30609521	0.93526891	0.56705156	0.35650136	0.2581561	0.03114793	0.85903615	7.54075742	Train	1
0.10156981	0.8210999	0.62968875	0.02815894	0.86797381	0.47957273	0.42636164	0.31053145	0.84135965	0.06430438	6.4388967	Train	0
0.84319824	0.26406687	0.40543749	0.89016381	0.96566089	0.81022426	0.29704554	0.54474806	0.52468482	0.49428309	19.7139269	Train	0
0.70674836	0.59775669	0.66002386	0.35564849	0.64571879	0.92068105	0.0869334	0.7266633	0.05441823	0.28589004	10.404425	Train	1
0.50462924	0.49048523	0.75321322	0.68975598	0.05984574	0.65676817	0.4328145	0.59622829	0.37218148	0.31962787	9.56620392	Train	0
0.75736411	0.31672416	0.88574442	0.20387806	0.31768026	0.77281214	0.88382133	0.84401102	0.33451578	0.4763565	9.90271626	Train	0
0.18935932	0.38823598	0.53132181	0.70852086	0.2575692	0.80908602	0.86929379	0.83338235	0.04249942	0.06599965	7.40095681	Train	0
0.29971999	0.62062094	0.20446529	0.69349935	0.78300309	0.98187526	0.68033424	0.63709963	0.62430752	0.58382843	15.292795	Train	0
0.93269231	0.68857609	0.69566499	0.81564802	0.47775815	0.38934832	0.27433748	0.54419573	0.7424639	0.50175226	15.3509997	Train	0
0.58626786	0.54108647	0.9431818	0.57233515	0.95654763	0.03788189	0.8814922	0.46171435	0.8076993	0.53657687	16.8307207	Train	0
0.48623746	0.14776679	0.12067823	0.39110376	0.5296502	0.5180986	0.33905221	0.5987557	0.13889178	0.58257804	10.3609476	Train	0
0.87536379	0.1607032	0.24624388	0.81610224	0.78678104	0.07498117	0.61127845	0.3916555	0.16264778	0.27634154	15.1280205	Train	0
0.83061709	0.30389384	0.23450912	0.8223503	0.04590882	0.03823976	0.32537328	0.26862558	0.27605459	0.2633982	11.6440928	Train	2
0.58957863	0.52992573	0.23064242	0.35093526	0.43922553	0.91273473	0.77042677	0.09684273	0.02879535	0.82262173	9.85705454	Train	0
0.9968361	0.09942268	0.7818819	0.9038351	0.95855048	0.91271017	0.73180314	0.17496258	0.26965344	0.59960921	17.1062682	Train	0
0.69276423	0.27887632	0.98898043	0.37486071	0.74428595	0.07003805	0.91500985	0.38764819	0.88850802	0.02804756	15.7702046	Train	2
0.07235253	0.85726726	0.47213448	0.3768973	0.06120641	0.44768542	0.75122166	0.86839887	0.15277082	0.08021238	4.40350514	Train	0
0.84895555	0.43389866	0.56624723	0.40250169	0.82712011	0.92866623	0.73233381	0.7108677	0.32772295	0.53400242	11.6749598	Train	1
0.39533863	0.07498546	0.76612443	0.18555132	0.50548052	0.43798264	0.79218214	0.91187013	0.77547227	0.62516323	6.44138152	Train	0
0.25935694	0.13674318	0.44774166	0.35874244	0.71971503	0.74655462	0.81173714	0.43029643	0.12377047	0.96094266	10.5146373	Train	2
0.74747312	0.24398299	0.21184605	0.52599257	0.14309831	0.52731172	0.19337461	0.10604526	0.01029832	0.16289268	9.56976722	Train	2
0.5090038	0.21484672	0.85563588	0.72040962	0.67000948	0.73382742	0.17737417	0.34304257	0.14171476	0.49490821	15.2703821	Train	1
0.61883159	0.03202101	0.97002439	0.26149707	0.44008712	0.8862512	0.68398441	0.24414162	0.05268983	0.12173495	9.133379	Train	2
0.25014212	0.95038273	0.02308456	0.02126885	0.91931499	0.49051915	0.75843636	0.9377606	0.35823571	0.31034135	10.0601757	Train	0
0.17576745	0.092801	0.48359928	0.31012677	0.95716204	0.12600724	0.86509405	0.80403697	0.83638284	0.5422353	9.63580226	Train	1
0.3258939	0.50287952	0.38708069	0.75973245	0.3854399	0.9627677	0.86049253	0.8272054	0.24205745	0.77522856	12.3163486	Train	0
0.78996605	0.61555674	0.68293661	0.96838407	0.36636573	0.06743442	0.25110563	0.52807373	0.29826246	0.64614859	17.4659513	Train	1
0.18365499	0.2833273	0.9274678	0.50996555	0.67318855	0.49966768	0.97481361	0.79399834	0.57193218	0.53581628	12.3835935	Train	1
0.27109867	0.40118871	0.4926199	0.17537426	0.96230808	0.42836073	0.02648841	0.34826292	0.8389992	0.84725228	8.78669768	Train	0
0.90646988	0.50395741	0.75551964	0.32159718	0.80456387	0.79065253	0.59938552	0.48713592	0.91564115	0.99031389	12.9612241	Train	1
0.86342974	0.38336819	0.5930032	0.99214384	0.00446954	0.79116485	0.87403151	0.10888594	0.73329344	0.46959904	13.1979363	Train	0
0.61652292	0.01484433	0.29851218	0.94305224	0.74537685	0.78320747	0.71001692	0.47322288	0.56792729	0.11805645	14.6988212	Train	0
0.30520022	0.76991161	0.25797308	0.28268312	0.3169553	0.07684147	0.06405691	0.78006767	0.91879077	0.36562094	7.66134438	Train	0
0.96939439	0.21274225	0.03049872	0.96848666	0.56846356	0.23158903	0.06971689	0.14323965	0.44205527	0.78564167	17.3361666	Train	0
0.7517884	0.76150986	0.7757752	0.08763612	0.42480871	0.2761694	0.85232923	0.03148597	0.1914347	0.52151638	9.23043408	Train	0
0.74975634	0.32318981	0.55299583	0.58291319	0.51788155	0.46898496	0.60032741	0.22496455	0.20114008	0.53571322	8.27465985	Train	0
0.00999902	0.86101219	0.54513617	0.89543666	0.9341762	0.434749	0.11740023	0.46250141	0.73505002	0.92284872	13.1086781	Train	0
0.41089537	0.51601586	0.01168743	0.68024701	0.12408687	0.63521239	0.35374184	0.92221018	0.73094246	0.61616362	12.2652628	Train	0
0.0117558	0.59904614	0.90441178	0.55273819	0.86533785	0.67905045	0.15682748	0.43105082	0.92714043	0.15845	12.8570176	Train	0
0.72466044	0.82979768	0.15555984	0.12789362	0.36181077	0.10877743	0.85429317	0.25849511	0.83529311	0.27447636	9.59739936	Train	0
0.68736451	0.16495744	0.18451591	0.58601539	0.89307564	0.57572416	0.02996785	0.7678412	0.1607265	0.24239053	11.6713307	Train	1
0.96554181	0.85399215	0.60865664	0.19997924	0.13596449	0.35600964	0.24068913	0.96156915	0.13491918	0.19346605	11.9275148	Train	0
0.26105619	0.80174731	0.90759368	0.78115106	0.13289681	0.77280824	0.73845323	0.41783926	0.66745358	0.2986931	15.3608391	Train	0
0.51886617	0.24790108	0.35834562	0.99854734	0.03089812	0.31604267	0.17345783	0.45265554	0.87004374	0.96513442	12.6899382	Train	0
0.52083491	0.80601633	0.35107394	0.26636974	0.88817517	0.39926268	0.33963375	0.31623103	0.5298954	0.01784964	11.5459873	Train	0
0.61299473	0.30054428	0.03544056	0.25832347	0.87521897	0.65212459	0.54562731	0.73691663	0.19114136	0.45947864	10.4652799	Train	1
0.25744626	0.26837198	0.94710871	0.08436379	0.00475795	0.72592665	0.12697373	0.47778078	0.55327811	0.62811536	4.48701044	Train	0
0.0962743	0.62575129	0.91089202	0.46166735	0.41599449	0.47634164	0.19746065	0.3609831	0.63047594	0.00033407	11.9069846	Train	0
0.36758496	0.00887407	0.05161283	0.15838013	0.24490424	0.93386607	0.48941376	0.84496543	0.56391354	0.6686395	7.09847076	Train	0
0.911888	0.27518737	0.51333629	0.27107539	0.3046434	0.02230109	0.27888612	0.11948346	0.85569633	0.79079248	6.8132289	Train	0
0.79931951	0.28242752	0.18957609	0.25372832	0.03603398	0.83786324	0.81243608	0.83705834	0.50663276	0.78546704	4.55768181	Train	0
0.43520353	0.25716715	0.81426868	0.1565274	0.66083627	0.98736793	0.22108487	0.19032	0.26146217	0.00881296	8.30724966	Train	0
0.87616537	0.41503306	0.09379638	0.61055608	0.66827161	0.20955857	0.25063433	0.35088197	0.89196401	0.10972641	15.8617327	Train	0
0.01552149	0.81496561	0.35737506	0.75278777	0.06368736	0.89477311	0.3878414	0.1103976	0.81494599	0.56667924	8.18970702	Train	0
0.07186358	0.16440596	0.30301276	0.5229208	0.81806844	0.47323096	0.3778974	0.35855201	0.41515551	0.99241031	11.5354013	Train	0
0.85991439	0.96728572	0.12496304	0.07097735	0.09114523	0.43338717	0.63982353	0.88894873	0.46342582	0.63179102	11.2924391	Train	1
0.12285697	0.43400847	0.88565903	0.90928743	0.28307668	0.14892298	0.03264246	0.56616025	0.67419179	0.86090242	13.4323678	Train	0
0.84573276	0.51805595	0.63528477	0.30896928	0.10203911	0.0353992	0.78404971	0.83829835	0.10077581	0.87863657	8.90918126	Train	0
0.74162915	0.59967892	0.13027781	0.27038396	0.30490744	0.59702551	0.81166318	0.77916023	0.21391559	0.40092605	10.5004266	Train	0
0.52217899	0.51459938	0.29241967	0.71193728	0.64970795	0.87572578	0.42610458	0.64956964	0.55926934	0.78581418	14.0161464	Train	0
0.31327123	0.82785527	0.7501782	0.03943842	0.99125233	0.99146706	0.81593412	0.25743618	0.7835468	0.47719026	6.80129853	Train	0
0.23552539	0.65643052	0.86547018	0.7935726	0.67982894	0.15653903	0.59354194	0.41250165	0.86664539	0.3228262	15.6959224	Train	0
0.92800647	0.4321084	0.18435992	0.16067217	0.85205081	0.20157142	0.72030376	0.98031083	0.46434007	0.26338329	13.1157784	Train	0
0.26289823	0.13930448	0.0468992	0.60619194	0.64504738	0.74853928	0.19152081	0.86947113	0.41609802	0.10048722	12.2444332	Train	0
0.83294347	0.03727169	0.74523956	0.78048748	0.55952659	0.35675312	0.97221631	0.76084232	0.12593943	0.21860259	12.6022848	Train	1
0.91932509	0.17316854	0.50337768	0.67616337	0.37407922	0.94103897	0.65858743	0.24657373	0.63334336	0.8511899	10.3162673	Train	0
0.29501802	0.0290146	0.6266398	0.91726134	0.82008507	0.5696439	0.49605682	0.30831393	0.89025799	0.0268063	16.9714719	Train	0
0.40395588	0.43495007	0.11703058	0.77054377	0.45529247	0.76453284	0.75849221	0.32069696	0.09747603	0.69953948	15.3224502	Train	0
